name,legalName,cif,city,accountType,accountStage,mainContactName,mainContactEmail,addressBilling,createdAt,updatedAt,nameNorm
,,,,CLIENTE_FINAL,POTENCIAL,,,,2025-10-16T06:13:44.288940,2025-10-16T06:13:44.288940,
